clause,label
The client can end the agreement at any time without giving notice or paying compensation.,1
Termination may occur at the client's discretion without advance warning or payment.,1
The client is allowed to cancel the contract immediately without notice or compensation.,1
Any tools or frameworks created by the freelancer during the project will belong to the client.,1
Ownership of all tools and frameworks developed during the project transfers to the client.,1
The client will retain ownership of all frameworks and tools created by the freelancer during the work.,1
If the client changes their mind, the freelancer must restart the entire project from the beginning.,1
The freelancer is required to redo the entire project if the client decides to change direction.,1
A complete project restart must be performed by the freelancer whenever the client changes their mind.,1
If the project scope expands by over 20%, both parties will renegotiate the payment terms.,0
Payment conditions must be reconsidered if the scope grows beyond twenty percent.,0
The agreement allows both parties to renegotiate payment when the project scope increases significantly.,0
The freelancer may stop working if payment is delayed for more than fourteen days.,0
Work may be paused by the freelancer when payment is overdue beyond 14 days.,0
If payment has not been received within 14 days of the due date, the freelancer can pause the project.,0
The client is responsible for ensuring that provided content complies with applicable laws.,0
Legal compliance of materials given to the freelancer is the client's responsibility.,0
The client must ensure that all content supplied to the freelancer follows legal requirements.,0
If the freelancer violates confidentiality, they lose the right to receive any unpaid compensation.,1
A confidentiality breach by the freelancer will cause all outstanding payments to be forfeited.,1
The freelancer will lose any unpaid earnings if they break the confidentiality agreement.,1
The client must not share the freelancer’s proprietary processes with competing businesses.,0
Freelancer’s internal methods and processes cannot be disclosed by the client to competitors.,0
The client agrees to keep the freelancer’s proprietary workflows confidential from competitors.,0
The freelancer keeps ownership of the work until the client completes full payment.,0
All work remains the property of the freelancer until the final payment is made.,0
Ownership of the project deliverables stays with the freelancer until payment is fully settled.,0
If the client ends the project early, a kill fee equal to 25% of the remaining value will apply.,0
Client-initiated early termination requires payment of a 25% kill fee based on the remaining project value.,0
A termination fee of 25% of the outstanding project value will be charged if the client cancels early.,0
The client is given seven business days to review deliverables and request revisions.,0
After each delivery, the client may submit revision requests within a 7-business-day review period.,0
A review window of seven business days is provided for the client to evaluate deliverables and request changes.,0
Any scope expansion beyond the agreed limits will be charged at the freelancer’s normal hourly rate.,0
Additional work caused by scope creep will be billed using the freelancer’s standard hourly pricing.,0
If the project scope grows beyond the agreed limits, the extra work will be billed hourly.,0
The client can cancel the project and demand a full refund if they personally consider the output unsatisfactory.,1
If the client subjectively dislikes the final result, they may terminate the agreement and recover all payments.,1
The client may reclaim all previously paid amounts if they decide the final deliverable is unsatisfactory.,1
The freelancer is allowed to take personal leave by informing the client at least three days in advance.,0
Personal leave may be taken by the freelancer provided that a three-day notice is given.,0
The freelancer may take time off after notifying the client three days beforehand.,0
The client understands that modifying the project scope can affect the original deadline.,0
Any scope adjustments may result in changes to the project timeline, as acknowledged by the client.,0
The client accepts that scope changes may require updates to the agreed delivery schedule.,0
The client is allowed to share the freelancer’s methods and processes with any third party.,1
Freelancer workflows and techniques may be freely disclosed by the client to others.,1
The client can distribute the freelancer’s processes and work methods without restriction.,1
If disputes remain unresolved, both parties will submit the matter to a mediator they both approve.,0
Before taking legal action, unresolved disagreements will go to mediation chosen by both parties.,0
Any dispute not settled directly will first be handled through mediation agreed upon by both sides.,0
Any unresolved disputes will first be submitted to a mediator agreed upon by both parties before legal action is taken.,0
Before pursuing legal proceedings, both parties will refer unresolved conflicts to a mutually selected mediator.,0
Disagreements that cannot be settled directly will be handled through mediation agreed upon by both parties prior to litigation.,0
The freelancer is required to complete revision requests even if they are given verbally without written confirmation.,1
All verbal revision instructions from the client must be implemented by the freelancer without requiring documentation.,1
The freelancer must carry out revision requests communicated verbally without needing formal written records.,1
The freelancer and client will define what constitutes acceptable deliverable quality before the project starts.,0
Before beginning the work, both parties will agree on clear standards for deliverable quality.,0
A mutual understanding of acceptable output quality will be established by both parties prior to project commencement.,0
A 30-day negotiation period will occur between both parties before any formal legal action begins.,0
Before filing legal claims, both parties commit to negotiating for a period of thirty days.,0
Both sides agree to attempt negotiation for thirty days prior to starting formal legal proceedings.,0
The client is allowed to distribute the freelancer’s personal information to partners without permission.,1
Freelancer personal details may be shared by the client with partners even without consent.,1
The client may disclose the freelancer’s personal information to affiliated partners freely.,1
The freelancer must return all received payments if the client chooses not to use the final deliverables.,1
If the client decides not to utilize the work provided, the freelancer is required to issue a full refund.,1
All payments must be refunded by the freelancer if the client elects not to use the delivered work.,1
The freelancer is not responsible for any business decisions the client makes using the delivered work.,0
Any business outcomes resulting from the client’s decisions based on the deliverables are not the freelancer’s liability.,0
The freelancer cannot be held accountable for the client’s business actions taken after receiving the work.,0
Failures from third-party services beyond the freelancer’s control are not the freelancer’s responsibility.,0
The freelancer is not liable for disruptions caused by external services they do not control.,0
Any issues caused by third-party providers will not be the responsibility of the freelancer.,0
The client is permitted to use the freelancer’s name or likeness in promotional materials without approval.,1
Freelancer identity or image may be used in the client’s marketing activities without obtaining consent.,1
The client can include the freelancer’s name or likeness in advertising or promotion freely.,1
The freelancer and client agree to follow reasonable cybersecurity measures to safeguard shared information.,0
Both parties commit to maintaining appropriate digital security practices for protecting shared data.,0
Each party agrees to implement reasonable cybersecurity protections for exchanged data.,0
If the client considers a request urgent, scope limitations will not apply to the work required.,1
Urgent requests from the client are exempt from the previously agreed scope restrictions.,1
When a request is marked urgent by the client, the freelancer must ignore scope limits.,1
All IP generated during the project is owned by the client from the start.,1
Any intellectual property made in the engagement automatically transfers to the client retroactively.,1
The client retains retroactive rights to all intellectual property produced during the project.,1
The freelancer is required to be on-call all day, every day without extra compensation.,1
Continuous 24/7 availability is expected from the freelancer without additional pay.,1
The freelancer must remain reachable at all times without extra payment.,1
All small edits to text or colors are covered under the original project fee.,0
Minor adjustments to text or color do not incur extra charges.,0
Corrections to wording or colors are included in the agreed price without restriction.,0
The client can change contract terms on their own during any active dispute.,1
Contract terms may be altered by the client alone while a dispute is ongoing.,1
During a dispute, the client has the authority to modify terms without the freelancer's consent.,1
With client approval, the freelancer can share anonymized examples of work for promotion.,0
The freelancer is allowed to display anonymized work samples if the client agrees.,0
Promotional use of anonymized work samples is permitted with client consent.,0
The client has full authority to decide on any payment disputes.,1
Payment conflicts are resolved exclusively by the client’s decision.,1
The client alone determines the outcome of any payment-related disputes.,1
Any penalties are paused when force majeure events occur.,0
Force majeure events temporarily remove all penalty obligations.,0
Penalty terms do not apply while force majeure situations are in effect.,0
Only changes within the initial project scope qualify as revisions.,0
Revisions do not include any work outside the original project scope.,0
Modifications are limited to the defined original scope, excluding extra additions.,0
A weekly meeting is scheduled to confirm the project remains within scope.,0
Both sides will check in weekly to track adherence to the original project scope.,0
Weekly check-ins are conducted to make sure the project aligns with its defined scope.,0
The freelancer is required to reply to any messages within half an hour, including weekends.,1
All messages must be answered by the freelancer within 30 minutes at any time.,1
Response time of 30 minutes is mandatory for the freelancer, even on weekends.,1
The agreement can end if one party goes bankrupt or stops operating.,0
If a party ceases business or becomes insolvent, the other may terminate the contract.,0
Insolvency or business closure by one party allows the other to terminate.,0
Invoices are sent at each milestone and must be paid within ten business days.,0
The freelancer provides milestone-based invoices due within 10 business days.,0
Payment is due within ten business days for invoices issued at project milestones.,0
The freelancer is prohibited from ending the contract for any reason.,1
Under no condition can the freelancer terminate the agreement.,1
Termination by the freelancer is not permitted under any circumstances.,1
The client can postpone payment for up to six months without incurring penalties.,1
Payment may be deferred by the client for six months without extra charges.,1
The client has up to half a year to delay payment without penalties.,1
The client bears no responsibility for any harm to the freelancer during the project.,1
Any damages incurred by the freelancer are not the client’s liability.,1
The client is exempt from liability for freelancer losses during the engagement.,1
Ending the contract does not remove any previously earned rights or obligations.,0
Rights and obligations accrued before termination remain valid.,0
Termination leaves all prior rights and duties intact for both parties.,0
All project files must be delivered by the freelancer within five days after termination.,0
The freelancer is required to submit all files within five days of ending the contract.,0
Upon termination, the freelancer must provide all project files within a five-day period.,0
The freelancer can only be held responsible up to the amount already paid.,0
Liability of the freelancer does not exceed the total compensation received.,0
Any claims against the freelancer are capped at the total payment under the contract.,0
Information already public is exempt from confidentiality requirements.,0
Publicly available information is not subject to confidentiality rules.,0
Confidentiality does not cover information that is already known publicly.,0
The client must give feedback on schedule to prevent delays.,0
Timely responses from the client are required to maintain project deadlines.,0
To avoid project delays, the client should provide feedback within the agreed timeframe.,0
Any quality issues identified by the client lead to an automatic 30% reduction in pay.,1
The client may deduct 30% from the total payment based on their personal assessment of quality.,1
A 30% payment penalty is automatically applied if the client is dissatisfied with the deliverable quality.,1
Legal disputes for amounts less than PHP 50,000 shall be handled in small claims court.,0
Claims under PHP 50,000 are subject to resolution through the small claims court system.,0
The parties agree to use small claims court for any disputes involving less than PHP 50,000.,0
The freelancer is responsible for all legal fees even if they win a dispute.,1
All costs associated with legal proceedings must be paid by the freelancer regardless of the result.,1
The freelancer agrees to pay for all legal expenses for both parties no matter the outcome.,1
The freelancer gives up all moral rights to the work they deliver permanently.,1
All moral rights to the project deliverables are waived by the freelancer forever.,1
The freelancer agrees to never claim moral rights or authorship of the work at any point.,1
Revision requests made 30 days after the project is delivered are considered new projects.,0
Any changes requested more than a month after delivery will require a new project agreement.,0
The client acknowledges that revisions after a 30-day window will be billed as new work.,0
The client is permitted to charge back payments at any time for any reason.,1
Payments may be reversed by the client without providing any explanation or justification.,1
The agreement allows the client to initiate chargebacks whenever they choose without notice.,1
The freelancer is not required to start new work until a formal amendment is signed.,0
Additional tasks will not begin until a revised contract has been officially executed.,0
The freelancer can wait for a signed revised agreement before starting any extra scope.,0
The freelancer is strictly forbidden from ever disclosing that they worked for this client.,1
Mentioning this project or the client's name in public is permanently prohibited for the freelancer.,1
The freelancer may never include this project in their public work history or list of clients.,1
If the parties cannot agree, arbitration will take place in the country where the freelancer lives.,0
Dispute arbitration will be held in the freelancer's country of residence by default.,0
The freelancer's home country will serve as the location for arbitration if no agreement is reached.,0
The project price will be reduced by 50% for every day the delivery is late.,1
A daily penalty of 50% of the total project value applies to any delivery delays.,1
The client may subtract half of the project fee for each day the deadline is missed.,1
Quotes for new scope additions will be provided by the freelancer within two business days.,0
The freelancer agrees to send a price estimate for extra work within 2 business days.,0
Any requests for scope changes will receive a revised quote within a 2-business-day window.,0
The freelancer will issue a payment receipt within two business days of receiving funds.,0
A receipt for every payment will be sent to the client by the freelancer within 2 days.,0
The freelancer must provide proof of payment to the client within 2 business days of receipt.,0
Concepts that are rejected by the client remain the intellectual property of the freelancer.,0
The freelancer keeps ownership of all ideas and drafts that the client does not accept.,0
Unused or rejected project concepts do not transfer to the client and stay with the freelancer.,0
The freelancer must inform the client immediately if scope changes will change the deadline.,0
If scope adjustments impact the timeline, the freelancer will notify the client at once.,0
The client will be alerted immediately if changes to the work will result in a delay.,0
Any process or methodology used by the freelancer becomes the client's property.,1
The client gains ownership of the freelancer's internal methods and working processes.,1
The freelancer's proprietary methodologies used during the project transfer to the client.,1
The freelancer can end the contract immediately if payment is late by more than 30 days.,0
If payment is overdue by 30 days, the freelancer has the right to terminate the agreement.,0
The freelancer may quit the project instantly if the client fails to pay within a month.,0
Every scope change must be documented and priced before the extra work starts.,0
No additional work will begin until the scope change is recorded and the price is agreed.,0
The parties must document and price any new requirements before they are implemented.,0
The client is required to pay for all work finished up to the date of termination.,0
If the project ends early, the freelancer must be compensated for all completed tasks.,0
Payment for all work performed until the termination notice is mandatory for the client.,0
Structural revisions requested after the second round will be billed at an hourly rate.,0
The freelancer will charge their hourly rate for any major revisions after the first two rounds.,0
After two rounds of structural changes, any further revisions will incur hourly fees.,0
The freelancer will notify the client of any planned absence lasting more than 3 days.,0
If the freelancer plans to be away for over 3 business days, they must inform the client.,0
The client must be notified if the freelancer will be unavailable for 3 consecutive days.,0
The freelancer commits to being reachable for communication during the set working hours.,0
Both parties agree the freelancer will be available for discussion during agreed business hours.,0
The freelancer will maintain availability for the client throughout the specified working window.,0
If the project is cancelled for any reason, the freelancer loses the right to all earned pay.,1
The freelancer will not be paid for any completed work if the project is terminated.,1
Cancellation of the project results in the immediate forfeiture of all the freelancer's earnings.,1
The freelancer is responsible for all direct and indirect damages without any financial limit.,1
Unlimited liability for all consequential or direct losses is assumed by the freelancer.,1
The freelancer accepts full liability for all damages of any kind without a maximum cap.,1
No penalties will be charged if deadlines are missed because the client delayed their feedback.,0
If the client fails to provide feedback on time, the freelancer is not penalized for late delivery.,0
The freelancer is exempt from late penalties if the delay is caused by the client's slow responses.,0
The client is not allowed to sublicense the work to others without the freelancer's written permission.,0
Sublicensing the project deliverables to third parties requires the freelancer's formal consent.,0
The client must obtain written approval from the freelancer before sublicensing any deliverables.,0
The client has the right to change the project deliverables at any time without giving notice.,1
Project requirements can be redefined by the client whenever they wish without prior warning.,1
The freelancer must accept changes to the project's final deliverables at the client's sole discretion.,1
All decisions made by the client regarding disputes are final and cannot be appealed.,1
The client’s ruling on any disagreement is binding and not subject to further legal review.,1
The freelancer waives the right to appeal any decision the client makes during a dispute.,1
Partial payments for the project are allowed if both parties agree to them in writing.,0
The parties may arrange for partial payments provided there is a written agreement.,0
If documented in writing, the freelancer and client can settle the project through partial payments.,0
The project is strictly limited to the deliverables that are explicitly listed in the brief.,0
Only the items specifically mentioned in the project brief are considered part of the scope.,0
The freelancer is only responsible for the deliverables defined within the original project brief.,0
The contract can be ended by either party as long as they provide a 14-day written notice.,0
Either the client or the freelancer may terminate the agreement with two weeks' notice.,0
A 14-day written notice period is required for either party to end the contractual relationship.,0
Both parties commit to disclosing any AI-generated assets that are used in the project.,0
If AI tools are used to create project assets, the freelancer and client must inform each other.,0
The use of AI-generated content must be openly declared by both parties during the project.,0
The freelancer is strictly forbidden from ever talking about the project in any situation.,1
Discussing the project in any context is permanently prohibited for the freelancer.,1
The freelancer may never disclose or talk about the details of this engagement publicly or privately.,1
The client is not required to pay if they are unhappy with the work at any time for any reason.,1
Payment is completely optional if the client decides they are dissatisfied with the results.,1
The freelancer will receive no compensation if the client is not fully satisfied with the output.,1
Either party can terminate the contract immediately if there is a valid cause and written notice.,0
The agreement may be ended instantly for breach of contract with a formal written notice.,0
Immediate termination for cause is permitted for both parties upon delivery of written notice.,0
The client may cut the agreed fee by 50% if the work doesn't meet their subjective standards.,1
If the deliverables do not meet the client's personal expectations, they can deduct half the pay.,1
The client has the right to reduce payment by up to 50% based on their own opinion of the work.,1
Confidentiality rules remain in effect even after the contract has been terminated.,0
Both parties agree that the duty to keep information private survives the end of the project.,0
The obligation to maintain confidentiality does not expire when the agreement ends.,0
The client is required to group all revision requests into one single document for each round.,0
All changes for a revision round must be consolidated by the client into a single file.,0
To request revisions, the client must provide one comprehensive document per feedback cycle.,0
A 50% kill fee of the remaining balance applies if the client ends the project mid-way.,0
The client agrees to pay half of the remaining project value if they cancel during production.,0
If the project is cancelled before completion, the freelancer is entitled to a 50% termination fee.,0
The freelancer maintains the right to show the finished work in their professional portfolio.,0
Displaying the completed project in a portfolio is a right retained by the freelancer.,0
The freelancer is allowed to use the project deliverables for their own portfolio and promotion.,0
Force majeure events allow both parties to pause their performance obligations temporarily.,0
Obligations under the contract are suspended for both sides during an act of god or emergency.,0
Neither party is held to their deadlines while a force majeure event is occurring.,0
The freelancer gives up all rights to the work as soon as they sign, even if they aren't paid.,1
Ownership of all deliverables transfers to the client upon signature regardless of payment.,1
Signing this agreement means the freelancer surrenders all work rights before receiving funds.,1
The freelancer is prohibited from using any skills or knowledge from this project for future work.,1
Any expertise gained during this engagement cannot be applied to projects for other clients.,1
The freelancer agrees not to utilize techniques or knowledge learned here in future endeavors.,1
The client can demand a full refund for up to 90 days after the project is finished.,1
A 90-day window exists after completion where the client can request all their money back.,1
The freelancer must provide a total refund if requested by the client within 3 months of delivery.,1
If the contract ends, the client gets the work finished so far in exchange for payment.,0
Upon termination, the client receives all current deliverables provided the freelancer is paid.,0
The freelancer will hand over work-in-progress to the client if the project stops and payment is made.,0
The freelancer is personally responsible for any legal claims from third parties about the work.,1
All third-party legal claims related to the deliverables are the freelancer's personal liability.,1
The freelancer assumes all personal legal risk for any third-party disputes regarding the project.,1
If the project scope grows significantly, both sides will agree on new deadlines.,0
The freelancer and client will renegotiate the delivery schedule if the scope changes.,0
Significant changes to the project scope will lead to a mutual review of the original deadlines.,0
The freelancer must give the client all future upgrades to the deliverables for free.,1
Any future improvements made to the project output by the freelancer belong to the client for free.,1
The client is entitled to receive all future enhancements to the deliverables at no extra cost.,1
The freelancer is legally responsible for the business success or failure of the project.,1
All business outcomes resulting from the project are the full legal responsibility of the freelancer.,1
The freelancer takes full legal accountability for the commercial results of the deliverables.,1
Payment is only made after three different levels of client management approve the invoice.,1
Every invoice requires approval from three separate management tiers before being released.,1
The freelancer must wait for three levels of internal client sign-off before receiving payment.,1
The freelancer must attend all meetings regardless of the time zone without extra pay.,1
All client meetings must be attended by the freelancer at no cost, no matter the time of day.,1
Meetings in any time zone are mandatory for the freelancer and do not incur additional fees.,1
The client can change, sell, or license the deliverables however they want without paying more.,1
No restrictions apply to the client's right to resell or modify the work without compensation.,1
The client may sublicense or alter the deliverables freely without any extra payments.,1
Late delivery penalties cannot exceed 10% of the total project cost.,0
Fines for missing deadlines are limited to a maximum of 10% of the project's value.,0
The total penalty for late work is capped at 10% of the agreed-upon project price.,0
The project scope is set in Exhibit A and requires a written agreement to change.,0
Modifications to the scope defined in Exhibit A must be made through a formal written document.,0
The freelancer and client agree that the scope in Exhibit A can only be updated in writing.,0
Payment will be sent within 7 days after the client approves the final deliverables.,0
Once the final work is approved, the client has 7 days to release the funds.,0
The client agrees to pay the freelancer within a week of approving the finished project.,0
All source files will be given to the client only after the final payment is received.,0
The freelancer will transfer the project source files once the client settles the final invoice.,0
Receipt of full payment triggers the transfer of all source files to the client.,0
In urgent cases, either party can go to court for an injunction without waiting for mediation.,0
Either side may seek immediate court relief for emergencies without prior mediation efforts.,0
The parties can bypass mediation and head to court if an urgent legal matter arises.,0
Each deliverable is limited to 3 rounds of revisions as specified in the project brief.,0
The freelancer provides up to three revision rounds per item as defined in the brief.,0
Revisions are capped at 3 rounds for each deliverable according to the project description.,0
The client can add as many features as they want without paying the freelancer extra.,1
Unlimited feature requests are allowed by the client without any increase in the project fee.,1
The freelancer must implement all additional features requested by the client for free.,1
If the freelancer ends the contract, they lose the right to all unpaid money they earned.,1
The freelancer gives up all outstanding pay if they choose to terminate the agreement.,1
Quitting the project results in the freelancer forfeiting all their unpaid compensation.,1
Late penalties only apply if the freelancer is the sole reason for the delay.,0
The freelancer is only fined for late delivery if they are entirely responsible for the holdup.,0
Fines for missing deadlines do not apply unless the delay is caused entirely by the freelancer.,0
A weekly status meeting of 30 minutes or less is agreed upon by both parties.,0
The freelancer and client will meet once a week for no more than 30 minutes.,0
Both sides commit to a weekly 30-minute check-in to discuss project progress.,0
The client must supply all necessary assets within 5 business days to prevent delays.,0
To keep the project on schedule, the client will provide required materials within 5 days.,0
Required project assets must be delivered by the client within a 5-business-day window.,0
The freelancer is required to sign a lifetime NDA for all past and future work with the client.,1
A permanent non-disclosure agreement covering every project ever done is mandatory.,1
The freelancer must agree to a lifetime NDA that applies to all previous and future engagements.,1
A daily penalty must be paid by the freelancer even when the project is paused by agreement.,1
Even during mutually agreed project halts, the freelancer is subject to a daily fine.,1
The freelancer is required to pay daily penalties during project pauses, regardless of consent.,1
All legal disputes must be settled in a location chosen only by the client.,1
The client has the sole right to pick the jurisdiction where all disputes are resolved.,1
The agreement forces all legal resolutions into a jurisdiction selected exclusively by the client.,1
Revision requests may be expanded by the client to include brand new features for free.,1
The client can include entirely new functionality in their revision requests at no cost.,1
Free revisions can include any new features the client decides to add during the process.,1
The freelancer must accept all last-minute changes without changing the deadline.,1
Last-minute project modifications must be handled without any adjustments to the timeline.,1
The freelancer is obligated to implement late changes without extending the delivery date.,1
The client can change the project scope at any time without increasing the pay.,1
Scope adjustments can be made at the client's discretion with no change in compensation.,1
The freelancer must accept any scope changes the client demands without extra payment.,1
Payment is only released after the entire project is finished, ignoring all milestones.,1
No payments will be made until the full project is complete, regardless of the timeline.,1
The client will only pay the freelancer once every single deliverable is finalized.,1
Any disputes regarding an invoice must be brought up within 5 business days of receiving it.,0
The client has five business days to raise concerns about a payment after getting the invoice.,0
Payment disagreements must be formally initiated within 5 days of invoice receipt.,0
Both parties will agree on a set, fixed price for the project before any work starts.,0
A fixed rate for the entire project will be established by both sides before commencement.,0
The freelancer and client agree to a predetermined fixed fee prior to starting the work.,0
The client can terminate the contract with no notice and pay nothing for work already done.,1
Zero notice is required for the client to end the agreement and withhold all payments.,1
The client may cancel instantly and owe the freelancer nothing, even for completed tasks.,1
Unless an arbitrator decides otherwise, dispute resolution costs will be split 50/50.,0
Both sides agree to share the costs of resolving disputes equally.,0
The expenses for dispute resolution will be divided evenly between the freelancer and client.,0
All costs for currency conversion and platform fees are the freelancer's responsibility.,1
The freelancer must pay for all transfer fees and currency exchange costs themselves.,1
Platform and conversion fees will be deducted solely from the freelancer's earnings.,1
Confidential data must be returned or deleted upon request once the project is over.,0
The freelancer agrees to destroy or return all private information after the work is done.,0
Upon project completion, all confidential materials will be handled according to client request.,0
The client can add new penalties to the contract that weren't in the original deal.,1
Retroactive penalties not mentioned in the initial agreement may be applied by the client.,1
The agreement allows the client to impose new fines for past actions at their discretion.,1
The freelancer is required to work extra hours during deadlines without getting paid more.,1
Unpaid overtime is mandatory for the freelancer to meet project deadlines.,1
The freelancer must perform additional work during crunch periods without extra compensation.,1
The client can deduct any amount for quality issues without giving an explanation.,1
Payments may be reduced by the client for perceived quality problems without justification.,1
The client has the right to subtract funds for quality concerns without providing details.,1
The freelancer covers all client losses, even those the client caused themselves.,1
The client is indemnified by the freelancer for all losses, including the client's own errors.,1
The freelancer assumes responsibility for all client losses regardless of who caused them.,1
All financial risks from changing currency rates are handled by the freelancer.,1
The freelancer is responsible for any money lost due to currency fluctuations.,1
Risk associated with exchange rate changes is assumed entirely by the freelancer.,1
The freelancer must do everything the client asks, even if it's not in the original scope.,1
All client requests must be completed by the freelancer whether they are in the brief or not.,1
The freelancer is obligated to perform any task requested by the client, regardless of scope.,1
The client can change the whole project direction without paying for the work already done.,1
A complete change in project direction by the client does not require payment for prior work.,1
The client may pivot the project entirely and refuse to pay for previously finished tasks.,1
The client gets a permanent license to use the work for agreed goals once they pay.,0
Upon payment, the client receives a perpetual license for the specified use of the work.,0
The freelancer grants a lasting license for the deliverables after the final invoice is settled.,0
The freelancer must pay for all legal and regulatory compliance related to the work.,1
All costs for meeting regulatory requirements are the responsibility of the freelancer.,1
The freelancer is liable for any fees associated with deliverable legal compliance.,1
The client pays for all international wire fees that are higher than standard rates.,0
Any international bank transfer costs above the normal rate are covered by the client.,0
The client is responsible for extra wire transfer fees for international payments.,0
The freelancer is required to work for free during a one-month trial period.,1
The first month of the engagement is a trial phase where the freelancer is not paid.,1
Free labor is mandatory for the freelancer for the duration of a 30-day trial.,1
The freelancer will respond to client messages within one business day during working hours.,0
Response to client communication will be provided within 24 hours on business days.,0
The freelancer agrees to a one-business-day turnaround for all client messages.,0
The freelancer is obligated to finish every client request before the deadline.,0
All tasks requested by the client must be completed by the agreed delivery date.,0
The freelancer must ensure all work is finalized within the specified timeframe.,0
The freelancer must work until the client personally decides the project is finished.,1
Work continues until the client subjectively determines the project is complete.,1
The freelancer is required to perform tasks until the client is satisfied and ends the project.,1
The client can end the deal for any reason without any further duty to pay the freelancer.,1
Termination by the client at any time removes all future payment obligations.,1
The client may cancel for any reason and stop all payments to the freelancer immediately.,1
The freelancer cannot work for any other company for two years after the contract ends.,1
A two-year non-compete period applies to the freelancer after termination.,1
The freelancer is barred from working in the industry for 24 months after leaving the client.,1
Deadlines move back by one day for every day the client delays their feedback.,0
Each day of client delay in providing feedback extends the project deadline by one day.,0
The timeline is automatically adjusted for any days lost waiting for client responses.,0